constraint_id,maximum,"constraint_type",minimum,generic_land_use_type_id,plan_type_id
726,4,"units_per_acre",0,1,1208
727,1,"units_per_acre",0,1,1215
728,10,"units_per_acre",5,1,1216
729,14,"units_per_acre",7,1,1217
730,4,"units_per_acre",0,1,1218
731,6,"units_per_acre",3,1,1219
732,8,"units_per_acre",4,1,1220
733,1,"units_per_acre",0,1,1221
734,20,"units_per_acre",10,1,1222
735,10,"units_per_acre",5,1,1223
736,5,"units_per_acre",0,1,1225
737,20,"units_per_acre",0,1,1227
738,20,"units_per_acre",0,1,1228
739,5,"units_per_acre",0,1,1230
740,5.93539,"units_per_acre",0,1,1231
741,10,"units_per_acre",0,1,1232
742,9.075,"units_per_acre",0,1,1233
743,18,"units_per_acre",0,1,1234
744,8,"units_per_acre",0,1,1235
745,18,"units_per_acre",0,1,1236
746,1,"units_per_acre",0,1,1237
747,12,"units_per_acre",10,1,1238
748,18,"units_per_acre",13.5,1,1239
749,4,"units_per_acre",0,1,1240
750,6,"units_per_acre",0,1,1241
751,8,"units_per_acre",7,1,1242
752,20,"units_per_acre",8,1,1248
753,8,"units_per_acre",0,1,1249
754,20,"units_per_acre",0,1,1250
755,1,"units_per_acre",0,1,1258
756,16.6849,"units_per_acre",0,1,1259
757,30,"units_per_acre",0,1,1260
758,24,"units_per_acre",0,1,1264
759,24.2,"units_per_acre",0,1,1265
760,14.52,"units_per_acre",0,1,1267
761,2.9,"units_per_acre",0,1,1268
762,6.05,"units_per_acre",0,1,1269
763,4.53,"units_per_acre",0,1,1270
764,18.15,"units_per_acre",0,1,1271
765,12.1,"units_per_acre",0,1,1272
766,19.602,"units_per_acre",0,1,1286
767,26.136,"units_per_acre",0,1,1287
768,30,"units_per_acre",0,1,1289
769,23.6772,"units_per_acre",0,1,1324
770,33,"units_per_acre",0,1,1336
771,33,"units_per_acre",0,1,1341
774,8.71,"units_per_acre",0,1,1379
775,8.71,"units_per_acre",0,1,1398
776,8.71,"units_per_acre",0,1,1403
777,8.71,"units_per_acre",0,1,1408
778,8.7,"units_per_acre",0,1,1412
780,8.71,"units_per_acre",0,1,1418
781,8.71,"units_per_acre",0,1,1426
784,17.4,"units_per_acre",0,1,1517
785,8.71,"units_per_acre",0,1,1518
786,6.05,"units_per_acre",0,1,1519
787,4.53,"units_per_acre",0,1,1520
788,12,"units_per_acre",6,1,1564
789,18,"units_per_acre",8,1,1565
790,24,"units_per_acre",10,1,1566
791,4,"units_per_acre",4,1,1567
792,6,"units_per_acre",4,1,1569
793,8,"units_per_acre",4,1,1570
794,33.2724,"units_per_acre",0,1,1575
795,24,"units_per_acre",0,1,1576
796,24,"units_per_acre",0,1,1577
797,4,"units_per_acre",0,1,1580
798,8,"units_per_acre",0,1,1581
799,0.1,"units_per_acre",0,1,1582
800,21.78,"units_per_acre",0,1,1584
801,0.2178,"units_per_acre",0,1,1585
802,0.0675,"units_per_acre",0,1,1586
803,0.294,"units_per_acre",0,1,1587
804,21.78,"units_per_acre",0,1,1588
805,13,"units_per_acre",4,1,1591
806,13.6,"units_per_acre",4,1,1594
807,21.78,"units_per_acre",4,1,1595
808,3.4,"units_per_acre",0,1,1598
809,2.17,"units_per_acre",0,1,1599
810,0.2,"units_per_acre",0,1,1600
811,6.05,"units_per_acre",0,1,1601
812,5.18,"units_per_acre",0,1,1602
813,4.53,"units_per_acre",0,1,1603
814,0.4356,"units_per_acre",0,1,1605
815,0.294,"units_per_acre",0,1,1606
816,0.1,"units_per_acre",0,1,1609
817,1,"units_per_acre",0,1,1611
818,9,"units_per_acre",4,1,1612
819,6.05,"units_per_acre",0,1,1614
820,18,"units_per_acre",0,1,1615
821,24,"units_per_acre",0,1,1616
822,18,"units_per_acre",0,1,1617
823,30,"units_per_acre",0,1,1618
824,16,"units_per_acre",0,1,1620
825,24,"units_per_acre",0,1,1621
826,24,"units_per_acre",0,1,1622
827,6,"units_per_acre",0,1,1624
828,0.1,"units_per_acre",0,1,1625
829,25.9173,"units_per_acre",0,1,1626
830,25.9173,"units_per_acre",0,1,1627
831,25.9173,"units_per_acre",0,1,1628
832,25.9173,"units_per_acre",0,1,1629
833,9.66145,"units_per_acre",0,1,1630
834,12,"units_per_acre",0,1,1631
835,25.9173,"units_per_acre",0,1,1632
836,28.2824,"units_per_acre",0,1,1636
837,12,"units_per_acre",4,1,1637
838,4.35,"units_per_acre",0,1,1638
839,25,"units_per_acre",0,1,1639
840,0.2,"units_per_acre",0,1,1640
841,20,"units_per_acre",0,1,1644
842,20,"units_per_acre",0,1,1646
843,5,"units_per_acre",0,1,1648
844,10,"units_per_acre",0,1,1649
845,8,"units_per_acre",0,1,1650
846,6,"units_per_acre",0,1,1651
847,20,"units_per_acre",0,1,1652
848,6.28222,"units_per_acre",0,1,1653
849,6.28222,"units_per_acre",0,1,1654
850,12,"units_per_acre",0,1,1656
851,6.05,"units_per_acre",0,1,1659
852,4.53,"units_per_acre",0,1,1660
853,24,"units_per_acre",0,1,1661
854,24,"units_per_acre",0,1,1662
855,5,"units_per_acre",0,1,1663
856,10,"units_per_acre",0,1,1665
857,24,"units_per_acre",0,1,1666
858,24,"units_per_acre",0,1,1668
859,25,"units_per_acre",0,1,1669
860,25,"units_per_acre",0,1,1670
861,25,"units_per_acre",0,1,1671
862,4.35,"units_per_acre",0,1,1673
863,10.89,"units_per_acre",0,1,1674
864,7.26,"units_per_acre",0,1,1675
865,6.05,"units_per_acre",0,1,1676
866,5.12,"units_per_acre",0,1,1677
867,15,"units_per_acre",0,1,1680
868,25,"units_per_acre",0,1,1681
869,0.05,"units_per_acre",0,1,1682
870,16.33,"units_per_acre",0,1,1683
871,21.78,"units_per_acre",0,1,1684
872,9.68,"units_per_acre",0,1,1690
873,29.1287,"units_per_acre",0,1,1692
874,30,"units_per_acre",23.6772,1,1694
875,34.9165,"units_per_acre",30,1,1695
876,25,"units_per_acre",17.424,1,1696
877,21.78,"units_per_acre",0,1,1697
878,12,"units_per_acre",0,1,1699
879,17.5,"units_per_acre",0,1,1700
880,29,"units_per_acre",10,1,1701
881,5.8,"units_per_acre",0,1,1704
882,8.7,"units_per_acre",0,1,1705
883,8.7,"units_per_acre",0,1,1706
884,14.5,"units_per_acre",10,1,1707
885,29,"units_per_acre",14,1,1709
886,29.04,"units_per_acre",0,1,1712
887,22,"units_per_acre",0,1,1717
888,6.7,"units_per_acre",0,1,1719
889,14.5,"units_per_acre",0,1,1721
890,14.5,"units_per_acre",0,1,1724
891,9.66145,"units_per_acre",0,1,1726
892,22,"units_per_acre",0,1,1727
893,14.5,"units_per_acre",0,1,1728
894,14.5,"units_per_acre",0,1,1729
895,34.9165,"units_per_acre",0,1,1732
896,13.9022,"units_per_acre",0,1,1734
897,22,"units_per_acre",0,1,1735
898,35,"units_per_acre",0,1,1741
899,6,"units_per_acre",0,1,1743
900,6,"units_per_acre",0,1,1745
901,9,"units_per_acre",0,1,1746
902,16,"units_per_acre",0,1,1748
903,5.8,"units_per_acre",0,1,1750
904,10.24,"units_per_acre",0,1,1751
905,1,"units_per_acre",0,1,1759
906,12,"units_per_acre",9.6,1,1760
907,18,"units_per_acre",13.5,1,1761
908,24,"units_per_acre",16.8,1,1762
909,4,"units_per_acre",3,1,1763
910,6,"units_per_acre",4.5,1,1765
911,8,"units_per_acre",6.8,1,1766
912,24,"units_per_acre",0,1,1767
913,3,"units_per_acre",0,1,1769
914,1,"units_per_acre",0,1,1770
915,0.5,"units_per_acre",0,1,1771
916,5.18,"units_per_acre",0,1,1772
917,3.63,"units_per_acre",0,1,1773
918,2.9,"units_per_acre",0,1,1774
919,12,"units_per_acre",0,1,1792
921,4.35,"units_per_acre",0,1,1796
922,30,"units_per_acre",0,1,1798
924,10,"units_per_acre",0,1,1802
925,12,"units_per_acre",0,1,1849
926,16,"units_per_acre",0,1,1862
927,26,"units_per_acre",0,1,1867
928,8.71,"units_per_acre",0,1,1873
929,24,"units_per_acre",0,1,1879
930,25,"units_per_acre",0,1,1909
931,15.6,"units_per_acre",4,2,7
932,31.2,"units_per_acre",4,2,8
933,12,"units_per_acre",0,2,14
934,12,"units_per_acre",0,2,19
935,100,"units_per_acre",0,2,28
936,100,"units_per_acre",0,2,29
937,100,"units_per_acre",0,2,30
938,100,"units_per_acre",0,2,37
939,20,"units_per_acre",0,2,39
940,150,"units_per_acre",0,2,41
941,36.3,"units_per_acre",0,2,42
942,12,"units_per_acre",0,2,48
943,36.3,"units_per_acre",0,2,56
944,50,"units_per_acre",0,2,57
945,20,"units_per_acre",15,2,59
946,24,"units_per_acre",0,2,61
947,17,"units_per_acre",0,2,62
948,24,"units_per_acre",0,2,63
949,17,"units_per_acre",0,2,64
950,26.136,"units_per_acre",0,2,65
951,26.136,"units_per_acre",0,2,66
952,17,"units_per_acre",0,2,67
953,21,"units_per_acre",0,2,71
954,12,"units_per_acre",0,2,78
955,61,"units_per_acre",0,2,81
956,35,"units_per_acre",0,2,86
957,35,"units_per_acre",0,2,87
958,78,"units_per_acre",0,2,89
959,122,"units_per_acre",0,2,90
960,122,"units_per_acre",0,2,91
961,122,"units_per_acre",0,2,92
962,30,"units_per_acre",0,2,93
963,152,"units_per_acre",0,2,94
964,261.36,"units_per_acre",0,2,95
965,435.6,"units_per_acre",0,2,96
966,261.36,"units_per_acre",0,2,97
967,261.36,"units_per_acre",0,2,98
968,261.36,"units_per_acre",0,2,99
969,261.36,"units_per_acre",0,2,100
970,130.68,"units_per_acre",0,2,101
971,217.8,"units_per_acre",0,2,102
972,196,"units_per_acre",0,2,103
973,21.78,"units_per_acre",0,2,104
974,62,"units_per_acre",0,2,106
975,30,"units_per_acre",0,2,107
976,30,"units_per_acre",0,2,108
977,15,"units_per_acre",0,2,111
978,29.1287,"units_per_acre",0,2,112
979,20,"units_per_acre",0,2,113
980,30,"units_per_acre",0,2,114
981,29.1287,"units_per_acre",0,2,115
982,15,"units_per_acre",0,2,121
983,20,"units_per_acre",0,2,123
984,30,"units_per_acre",0,2,125
986,43.56,"units_per_acre",0,2,131
987,12,"units_per_acre",0,2,133
988,12,"units_per_acre",0,2,134
989,12,"units_per_acre",0,2,135
990,44,"units_per_acre",0,2,139
991,20,"units_per_acre",0,2,141
992,100,"units_per_acre",0,2,142
993,150,"units_per_acre",0,2,143
994,20,"units_per_acre",0,2,144
995,20,"units_per_acre",0,2,145
996,20,"units_per_acre",10,2,149
997,35,"units_per_acre",0,2,151
998,18.4042,"units_per_acre",0,2,152
999,200,"units_per_acre",0,2,155
1000,150,"units_per_acre",0,2,156
1001,65,"units_per_acre",0,2,157
1002,75,"units_per_acre",0,2,159
1003,15,"units_per_acre",10,2,166
1004,15.55,"units_per_acre",0,2,167
1005,15.55,"units_per_acre",0,2,168
1006,15.55,"units_per_acre",0,2,169
1007,15.55,"units_per_acre",0,2,170
1008,45,"units_per_acre",0,2,187
1009,40,"units_per_acre",0,2,188
1010,75,"units_per_acre",0,2,189
1011,130,"units_per_acre",0,2,192
1012,24.1766,"units_per_acre",0,2,193
1013,130,"units_per_acre",15,2,194
1014,30,"units_per_acre",0,2,196
1015,34.8825,"units_per_acre",0,2,198
1016,14.0797,"units_per_acre",0,2,200
1017,18,"units_per_acre",5,2,202
1018,20,"units_per_acre",5,2,203
1019,130.68,"units_per_acre",0,2,204
1020,196.02,"units_per_acre",0,2,205
1021,130.68,"units_per_acre",0,2,206
1022,261.36,"units_per_acre",0,2,207
1023,33.5266,"units_per_acre",5,2,208
1024,27.7766,"units_per_acre",5,2,209
1025,14.52,"units_per_acre",0,2,216
1026,20.26,"units_per_acre",0,2,217
1027,14.52,"units_per_acre",0,2,219
1028,24,"units_per_acre",0,2,227
1029,24,"units_per_acre",0,2,228
1030,23.0128,"units_per_acre",0,2,229
1031,12,"units_per_acre",0,2,230
1032,24,"units_per_acre",0,2,231
1033,150,"units_per_acre",0,2,232
1034,48,"units_per_acre",0,2,234
1035,12,"units_per_acre",0,2,236
1036,18,"units_per_acre",0,2,237
1037,24,"units_per_acre",0,2,238
1038,48,"units_per_acre",0,2,239
1039,24,"units_per_acre",0,2,243
1041,24,"units_per_acre",0,2,245
1042,18,"units_per_acre",0,2,247
1043,18,"units_per_acre",0,2,250
1044,37.6143,"units_per_acre",0,2,252
1046,24,"units_per_acre",12,2,257
1048,24,"units_per_acre",12,2,261
1049,14,"units_per_acre",0,2,267
1050,12,"units_per_acre",0,2,273
1051,48,"units_per_acre",24,2,274
1052,12,"units_per_acre",0,2,276
1054,24,"units_per_acre",0,2,278
1055,12,"units_per_acre",0,2,281
1056,50,"units_per_acre",0,2,282
1057,60,"units_per_acre",24,2,284
1058,24,"units_per_acre",12,2,285
1059,50,"units_per_acre",0,2,286
1060,100,"units_per_acre",32,2,287
1061,40,"units_per_acre",0,2,288
1062,152.46,"units_per_acre",0,2,294
1063,152.46,"units_per_acre",0,2,295
1064,40.3794,"units_per_acre",0,2,296
1065,43.56,"units_per_acre",0,2,297
1066,100,"units_per_acre",0,2,298
1067,150,"units_per_acre",0,2,299
1068,12,"units_per_acre",0,2,300
1069,24.2,"units_per_acre",0,2,301
1070,18.15,"units_per_acre",0,2,302
1071,48.4,"units_per_acre",0,2,303
1072,48.4,"units_per_acre",0,2,304
1073,100,"units_per_acre",0,2,313
1074,100,"units_per_acre",0,2,314
1075,16.1935,"units_per_acre",0,2,316
1076,60,"units_per_acre",0,2,320
1077,52.5341,"units_per_acre",0,2,321
1078,12.5,"units_per_acre",0,2,324
1079,34.7387,"units_per_acre",0,2,329
1080,34.7387,"units_per_acre",0,2,330
1081,22.6017,"units_per_acre",0,2,331
1082,12,"units_per_acre",8,2,332
1083,12,"units_per_acre",0,2,333
1084,17,"units_per_acre",0,2,334
1085,12,"units_per_acre",8,2,336
1086,41.6041,"units_per_acre",0,2,341
1087,45.4007,"units_per_acre",0,2,343
1088,18.2076,"units_per_acre",0,2,344
1089,16,"units_per_acre",0,2,346
1090,23,"units_per_acre",0,2,347
1091,87.12,"units_per_acre",0,2,351
1092,48,"units_per_acre",0,2,352
1093,24,"units_per_acre",10,2,356
1094,48,"units_per_acre",24,2,361
1095,30,"units_per_acre",0,2,362
1096,30,"units_per_acre",0,2,363
1097,60,"units_per_acre",0,2,364
1098,60,"units_per_acre",0,2,365
1099,60,"units_per_acre",0,2,366
1100,60,"units_per_acre",0,2,367
1101,35,"units_per_acre",0,2,368
1102,120,"units_per_acre",0,2,371
1103,130.68,"units_per_acre",0,2,373
1104,18.15,"units_per_acre",0,2,374
1105,18.15,"units_per_acre",0,2,375
1106,29.04,"units_per_acre",0,2,380
1107,18.15,"units_per_acre",0,2,381
1108,14.52,"units_per_acre",0,2,382
1109,29.04,"units_per_acre",0,2,383
1110,34.7387,"units_per_acre",0,2,391
1111,52.5341,"units_per_acre",0,2,392
1112,52.5341,"units_per_acre",0,2,393
1113,15,"units_per_acre",0,2,394
1114,15,"units_per_acre",0,2,395
1115,15,"units_per_acre",0,2,401
1116,14.05,"units_per_acre",0,2,404
1117,15.02,"units_per_acre",0,2,405
1118,20,"units_per_acre",0,2,408
1119,58,"units_per_acre",0,2,409
1120,29,"units_per_acre",0,2,410
1121,150,"units_per_acre",0,2,411
1122,58,"units_per_acre",0,2,412
1123,58,"units_per_acre",0,2,413
1124,116.16,"units_per_acre",0,2,415
1125,150,"units_per_acre",0,2,416
1126,14.52,"units_per_acre",0,2,425
1127,29,"units_per_acre",0,2,426
1128,20,"units_per_acre",0,2,427
1129,58,"units_per_acre",0,2,428
1130,150,"units_per_acre",0,2,429
1131,360,"units_per_acre",0,2,432
1132,130,"units_per_acre",0,2,433
1133,58,"units_per_acre",0,2,434
1134,67,"units_per_acre",0,2,436
1135,45,"units_per_acre",0,2,437
1136,243,"units_per_acre",0,2,438
1137,95,"units_per_acre",0,2,439
1138,24,"units_per_acre",0,2,448
1139,18,"units_per_acre",0,2,449
1140,12,"units_per_acre",0,2,450
1141,45,"units_per_acre",0,2,459
1142,25,"units_per_acre",0,2,460
1143,15,"units_per_acre",0,2,462
1144,15,"units_per_acre",0,2,464
1145,30,"units_per_acre",0,2,469
1146,20,"units_per_acre",0,2,475
1147,30,"units_per_acre",0,2,476
1148,12,"units_per_acre",0,2,487
1150,21,"units_per_acre",0,2,505
1151,15,"units_per_acre",10,2,506
1152,24,"units_per_acre",0,2,507
1153,28,"units_per_acre",12,2,511
1154,222.156,"units_per_acre",0,2,524
1155,21.78,"units_per_acre",0,2,534
1156,29,"units_per_acre",0,2,536
1157,14.52,"units_per_acre",0,2,537
1158,152.46,"units_per_acre",0,2,538
1159,152.46,"units_per_acre",0,2,539
1160,14.52,"units_per_acre",0,2,540
1161,169.884,"units_per_acre",0,2,541
1162,14.52,"units_per_acre",0,2,542
1163,152.46,"units_per_acre",0,2,547
1164,152.46,"units_per_acre",0,2,548
1165,21.086,"units_per_acre",0,2,550
1166,21.1,"units_per_acre",0,2,551
1167,13.9022,"units_per_acre",0,2,553
1168,200,"units_per_acre",0,2,554
1169,130.68,"units_per_acre",0,2,555
1170,34.3232,"units_per_acre",0,2,556
1172,34.3232,"units_per_acre",0,2,559
1174,15.264,"units_per_acre",0,2,561
1176,36,"units_per_acre",18,2,563
1177,36,"units_per_acre",18,2,564
1178,72,"units_per_acre",36,2,565
1179,72,"units_per_acre",36,2,566
1180,72,"units_per_acre",18,2,567
1181,72,"units_per_acre",18,2,568
1182,24,"units_per_acre",0,2,570
1183,18,"units_per_acre",0,2,574
1184,27,"units_per_acre",0,2,575
1185,36,"units_per_acre",0,2,576
1186,72,"units_per_acre",0,2,579
1187,72,"units_per_acre",0,2,580
1188,72,"units_per_acre",0,2,581
1189,72,"units_per_acre",0,2,582
1190,52,"units_per_acre",0,2,585
1191,52,"units_per_acre",0,2,586
1192,100,"units_per_acre",0,2,589
1193,150,"units_per_acre",0,2,590
1194,50,"units_per_acre",0,2,591
1195,157,"units_per_acre",0,2,593
1196,150,"units_per_acre",0,2,598
1197,16,"units_per_acre",0,2,601
1198,40,"units_per_acre",0,2,602
1199,23,"units_per_acre",0,2,603
1200,12,"units_per_acre",0,2,604
1201,16,"units_per_acre",0,2,605
1202,100,"units_per_acre",0,2,606
1203,150,"units_per_acre",0,2,607
1204,96,"units_per_acre",0,2,616
1205,16,"units_per_acre",0,2,620
1206,96,"units_per_acre",0,2,621
1207,18,"units_per_acre",14.4,2,623
1208,27,"units_per_acre",20.25,2,624
1209,36,"units_per_acre",25.2,2,625
1210,72,"units_per_acre",46.8,2,627
1211,12,"units_per_acre",10.2,2,629
1212,96,"units_per_acre",0,2,633
1213,48.4,"units_per_acre",0,2,635
1214,69.696,"units_per_acre",0,2,636
1215,34.848,"units_per_acre",0,2,637
1216,48.4,"units_per_acre",0,2,638
1217,20.74,"units_per_acre",0,2,639
1218,65,"units_per_acre",0,2,640
1219,65,"units_per_acre",0,2,641
1220,21.8,"units_per_acre",0,2,642
1221,73,"units_per_acre",0,2,643
1222,65,"units_per_acre",0,2,644
1223,150,"units_per_acre",0,2,645
1224,90.5757,"units_per_acre",0,2,646
1225,52,"units_per_acre",0,2,647
1226,45,"units_per_acre",0,2,648
1227,35,"units_per_acre",0,2,649
1228,34.831,"units_per_acre",0,2,650
1229,25.9173,"units_per_acre",0,2,651
1230,23.4318,"units_per_acre",0,2,652
1231,23.4318,"units_per_acre",0,2,653
1232,13,"units_per_acre",0,2,654
1233,20,"units_per_acre",0,2,655
1234,18.15,"units_per_acre",0,2,656
1235,24.2,"units_per_acre",0,2,657
1236,24.2,"units_per_acre",0,2,658
1237,24.2,"units_per_acre",0,2,659
1238,12.1,"units_per_acre",0,2,661
1239,48.4,"units_per_acre",0,2,662
1240,48.4,"units_per_acre",0,2,663
1241,18.15,"units_per_acre",0,2,664
1242,50,"units_per_acre",0,2,665
1243,50,"units_per_acre",0,2,666
1244,12,"units_per_acre",0,2,667
1245,12,"units_per_acre",0,2,668
1246,20,"units_per_acre",0,2,669
1247,20,"units_per_acre",0,2,670
1248,24.2,"units_per_acre",0,2,671
1249,12.1,"units_per_acre",0,2,675
1250,12.1,"units_per_acre",0,2,678
1251,12.1,"units_per_acre",0,2,681
1252,24.2,"units_per_acre",0,2,683
1253,24.2,"units_per_acre",0,2,684
1254,12.1,"units_per_acre",0,2,685
1255,24.2,"units_per_acre",0,2,686
1256,24.2,"units_per_acre",0,2,687
1257,24.2,"units_per_acre",0,2,688
1258,12.1,"units_per_acre",0,2,689
1259,24.2,"units_per_acre",0,2,690
1260,12.1,"units_per_acre",0,2,692
1262,18.15,"units_per_acre",0,2,695
1263,24.2,"units_per_acre",0,2,696
1264,18.15,"units_per_acre",0,2,697
1265,18.15,"units_per_acre",0,2,698
1266,24.2,"units_per_acre",0,2,699
1267,12.1,"units_per_acre",0,2,700
1268,24.2,"units_per_acre",0,2,703
1269,18.15,"units_per_acre",0,2,704
1270,12.1,"units_per_acre",0,2,705
1271,24.2,"units_per_acre",0,2,708
1272,18.15,"units_per_acre",0,2,709
1273,20,"units_per_acre",0,2,710
1274,12.1,"units_per_acre",0,2,712
1275,20,"units_per_acre",0,2,713
1276,12.1,"units_per_acre",0,2,714
1277,12.1,"units_per_acre",0,2,715
1278,12.1,"units_per_acre",0,2,716
1279,20,"units_per_acre",0,2,717
1280,20,"units_per_acre",0,2,718
1281,20,"units_per_acre",0,2,720
1282,12.1,"units_per_acre",0,2,721
1283,24.2,"units_per_acre",0,2,722
1284,18.15,"units_per_acre",0,2,723
1285,12.1,"units_per_acre",0,2,724
1286,24.2,"units_per_acre",0,2,726
1287,18.15,"units_per_acre",0,2,727
1288,12.1,"units_per_acre",0,2,728
1289,29.2694,"units_per_acre",0,2,746
1290,38.8521,"units_per_acre",0,2,747
1291,38.8521,"units_per_acre",0,2,748
1292,30,"units_per_acre",0,2,749
1294,150,"units_per_acre",0,2,751
1295,150,"units_per_acre",0,2,752
1296,150,"units_per_acre",0,2,753
1297,48.518,"units_per_acre",0,2,754
1300,44.1833,"units_per_acre",0,2,757
1301,35,"units_per_acre",0,2,758
1302,35,"units_per_acre",0,2,759
1303,35,"units_per_acre",0,2,760
1304,12.1,"units_per_acre",0,2,761
1305,30,"units_per_acre",0,2,762
1306,30,"units_per_acre",0,2,763
1307,44.5031,"units_per_acre",0,2,764
1308,30.5471,"units_per_acre",0,2,765
1309,50,"units_per_acre",0,2,766
1310,12.1,"units_per_acre",0,2,769
1311,12.1,"units_per_acre",0,2,771
1312,50,"units_per_acre",0,2,772
1313,30,"units_per_acre",0,2,773
1314,30,"units_per_acre",0,2,774
1315,30,"units_per_acre",10,2,777
1316,20,"units_per_acre",10,2,784
1317,30,"units_per_acre",10,2,788
1318,30,"units_per_acre",0,2,790
1319,30,"units_per_acre",19,2,805
1320,18,"units_per_acre",10,2,807
1321,18,"units_per_acre",10,2,809
1322,24.2,"units_per_acre",0,2,812
1323,18.15,"units_per_acre",0,2,813
1324,12.1,"units_per_acre",0,2,814
1325,48.4,"units_per_acre",0,2,815
1326,91,"units_per_acre",0,2,821
1327,20,"units_per_acre",0,2,822
1328,91,"units_per_acre",0,2,823
1329,26,"units_per_acre",0,2,826
1330,31.982,"units_per_acre",0,2,827
1331,12.1,"units_per_acre",0,2,829
1332,26,"units_per_acre",0,2,830
1333,14.52,"units_per_acre",0,2,832
1334,26,"units_per_acre",0,2,833
1335,26,"units_per_acre",15,2,834
1336,43,"units_per_acre",0,2,837
1337,15,"units_per_acre",0,2,843
1338,54,"units_per_acre",0,2,846
1339,80,"units_per_acre",0,2,847
1340,22,"units_per_acre",0,2,852
1341,35,"units_per_acre",0,2,853
1342,54,"units_per_acre",0,2,854
1343,14.6,"units_per_acre",0,2,857
1344,22,"units_per_acre",0,2,858
1345,35,"units_per_acre",0,2,859
1346,54,"units_per_acre",0,2,867
1347,70,"units_per_acre",0,2,868
1348,350,"units_per_acre",0,2,870
1349,87.12,"units_per_acre",0,2,871
1350,87.12,"units_per_acre",0,2,872
1351,43,"units_per_acre",20,2,873
1352,21.78,"units_per_acre",0,2,875
1353,87.12,"units_per_acre",0,2,876
1354,18.15,"units_per_acre",0,2,878
1355,43.56,"units_per_acre",0,2,880
1356,43.56,"units_per_acre",0,2,881
1357,43.56,"units_per_acre",0,2,882
1358,12.1,"units_per_acre",0,2,883
1359,18.15,"units_per_acre",0,2,884
1360,36,"units_per_acre",0,2,887
1361,12,"units_per_acre",0,2,889
1362,12,"units_per_acre",0,2,892
1363,18,"units_per_acre",0,2,893
1364,24,"units_per_acre",0,2,894
1365,36,"units_per_acre",0,2,900
1366,12,"units_per_acre",0,2,901
1367,12,"units_per_acre",0,2,902
1368,12,"units_per_acre",0,2,903
1369,34,"units_per_acre",0,2,906
1370,24,"units_per_acre",0,2,907
1371,18,"units_per_acre",0,2,909
1372,27,"units_per_acre",0,2,910
1373,36,"units_per_acre",0,2,911
1374,18,"units_per_acre",0,2,915
1375,38,"units_per_acre",0,2,925
1376,26,"units_per_acre",0,2,926
1377,26,"units_per_acre",0,2,927
1378,16.6645,"units_per_acre",0,2,935
1379,22.6296,"units_per_acre",0,2,936
1380,22.6296,"units_per_acre",0,2,937
1381,16.6645,"units_per_acre",0,2,939
1382,16,"units_per_acre",0,2,941
1383,24,"units_per_acre",13,2,942
1384,12,"units_per_acre",5,2,944
1385,24,"units_per_acre",7,2,945
1386,30,"units_per_acre",0,2,946
1387,24,"units_per_acre",0,2,948
1388,12,"units_per_acre",0,2,953
1389,12,"units_per_acre",0,2,955
1390,12,"units_per_acre",0,2,956
1391,15,"units_per_acre",0,2,964
1392,25,"units_per_acre",12,2,965
1393,41.6041,"units_per_acre",0,2,970
1394,25,"units_per_acre",12,2,971
1395,16,"units_per_acre",8,2,973
1396,28,"units_per_acre",0,2,975
1397,68,"units_per_acre",0,2,976
1398,15.0496,"units_per_acre",0,2,977
1399,12,"units_per_acre",0,2,988
1400,12,"units_per_acre",0,2,989
1401,16.1935,"units_per_acre",0,2,990
1402,21.086,"units_per_acre",0,2,992
1403,16.1935,"units_per_acre",0,2,993
1404,13,"units_per_acre",0,2,997
1405,54,"units_per_acre",0,2,999
1406,22,"units_per_acre",0,2,1003
1407,13,"units_per_acre",0,2,1004
1408,13,"units_per_acre",0,2,1006
1409,22,"units_per_acre",0,2,1007
1410,43,"units_per_acre",0,2,1017
1411,48,"units_per_acre",0,2,1018
1412,48,"units_per_acre",0,2,1019
1413,100,"units_per_acre",0,2,1021
1414,68,"units_per_acre",0,2,1022
1415,18,"units_per_acre",0,2,1025
1416,36,"units_per_acre",0,2,1026
1417,65.34,"units_per_acre",0,2,1029
1418,30,"units_per_acre",0,2,1030
1419,18,"units_per_acre",0,2,1036
1420,24,"units_per_acre",0,2,1037
1421,43.56,"units_per_acre",0,2,1040
1422,21.78,"units_per_acre",0,2,1043
1423,43.56,"units_per_acre",0,2,1045
1424,43.56,"units_per_acre",0,2,1047
1425,54,"units_per_acre",0,2,1050
1426,52.5341,"units_per_acre",0,2,1056
1427,16.43,"units_per_acre",0,2,1061
1428,25,"units_per_acre",8,2,1064
1429,25,"units_per_acre",8,2,1066
1430,25,"units_per_acre",8,2,1068
1431,25,"units_per_acre",6,2,1076
1432,15,"units_per_acre",4,2,1078
1433,25,"units_per_acre",8,2,1082
1434,25,"units_per_acre",6,2,1083
1435,25,"units_per_acre",4,2,1084
1436,25,"units_per_acre",8,2,1085
1437,30,"units_per_acre",12,2,1105
1438,43.56,"units_per_acre",0,2,1108
1439,43.56,"units_per_acre",0,2,1109
1440,54.45,"units_per_acre",0,2,1111
1441,21.78,"units_per_acre",0,2,1117
1442,26,"units_per_acre",0,2,1118
1443,44,"units_per_acre",0,2,1119
1444,17.42,"units_per_acre",0,2,1120
1445,29.4736,"units_per_acre",0,2,1122
1446,14,"units_per_acre",11,2,1129
